video_id,video_label,text,published_at,like_count
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,"Confession Time. Her 400meter hurdle is faster than my fastest 400meter open ever 😂😂😂…

Some women Athletes make me tear up with laughter, because they are pure greatness 🥹😊",2024-10-18T05:03:45Z,0
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,So proud of Anna,2024-10-17T09:41:10Z,8
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,Lost all respect after  that  crown bs. Garbage,2024-10-12T16:32:55Z,1
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,definitely on steroids...,2024-10-06T17:15:01Z,0
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,Sydney is the greatest athlete ever and her career is with the lord - a fantastic combination! ❤,2024-10-04T10:11:20Z,10
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,Sydney 🎉 soar higher ♥️ dear,2024-10-02T22:22:06Z,1
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,That commentator is delusional.  He thinks Bol makes Sydney run faster. No. Sydney competes against her self no matters who she’s competing against.  She runs as fast as she can period.  Bol is no competition for Sydney. It’s that simple.,2024-09-27T03:12:24Z,13
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,Commentators failing to hide their disappointment that Boll was soundly beaten 🤣🤣🤣🤣,2024-09-27T01:46:12Z,8
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,Where is china😂,2024-09-25T12:27:03Z,0
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,Congratulations Beautifuly Sydney Mclaughlin LeBron you The Queen of speed 👏 ❤⚘️🙏,2024-09-25T04:18:32Z,0
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,This woman is from another universe !  What a magnificent display of hurdling. Femke Bol is a great athlete but she was  utterly and completely destroyed ! It was not even close. Syd the Kid is beyond brilliant ! I could watch this race for 24 hours non stop and every time it would just get better.  A simply majestic performance !  There are no superlatives one can add. This young lady is just devastatingly brilliant !!,2024-09-23T23:24:46Z,0
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,Sydney is really a league of her own but that crown on her head? Really pathetic.,2024-09-21T18:50:19Z,3
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,"People and some commentators, so want it to be a rivalry 😂😂😂 Bol is not on Sydney's level and im sure this is fueling her fire to smash Bol lol",2024-09-16T19:42:35Z,4
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,"NORANORANORA 🫄 NORA 🚑 NORA













NORANORA NORA 🫄NORA 🩻 NORA
NORANORA NORA 🚑 NORANORA
NORANORA NORA NORA🪜NORA
NORANORA NORA🏋️NORANORA
NORA NORA NORANORA🍼NORA

NORANORANORANORA 🫄 NORA",2024-09-11T16:17:17Z,0
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,"Unbelievable, people are comparing Femke to Sydney. She is no match to Sydney at all 😂😂😂😂😂. Sydney is humble, talented and beautiful  🔥🔥🔥🔥🔥",2024-09-11T13:10:15Z,6
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,Sydney had some lessons and some sparkling water from Marion Jones..that is why she doesnt compete throughout the season when the doping checks are.,2024-09-11T00:30:22Z,1
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,SML closed the gap on femke quickly which caused femke under pressure....but I knew SML was the champion from the start🤩🤩🤩🤩,2024-09-08T17:04:15Z,4
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,"I lover her so much... everytime she's ran,the world record its not safe anymore....if she's run again,i think she's will run under 50second in future...its not impossible for her i think..",2024-09-04T15:44:10Z,1
V3aeiR7plQw,Sydney McLaughlin-Levrone 👑 - Women's 400m hurdles Olympic champion! | #Paris2024 Highlights,"Bol has not faced a lot of competition in recent years and that ""softens"" you up as an athlete...",2024-09-02T11:01:26Z,4
